# X - time, Y - wavenumber
0.000000000000000000e+00 1.199999999999999956e-01 1.499999999999999944e-01 1.799999999999999933e-01 2.000000000000000111e-01 2.200000000000000011e-01 2.399999999999999911e-01 2.600000000000000089e-01 2.800000000000000266e-01 2.999999999999999889e-01 3.300000000000000155e-01 3.699999999999999956e-01 4.000000000000000222e-01 4.500000000000000111e-01 5.000000000000000000e-01 5.999999999999999778e-01 6.999999999999999556e-01 8.000000000000000444e-01 9.000000000000000222e-01 1.000000000000000000e+00 1.250000000000000000e+00 1.500000000000000000e+00 1.750000000000000000e+00 2.000000000000000000e+00 2.250000000000000000e+00 2.500000000000000000e+00 3.000000000000000000e+00 3.500000000000000000e+00 4.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+01 2.000000000000000000e+01 5.000000000000000000e+01
2.104099999999999909e+03 6.439009807805680732e-04 2.219082136560079964e-04 1.937747041641113164e-04 2.057284426806209668e-04 1.820653644654102979e-04 1.240820056824822580e-04 1.527067287572286467e-04 1.976163796825020590e-04 1.805338639854007208e-04 1.762186557783334499e-04 2.488710359377389056e-04 1.723655720664567128e-04 1.444760586317260921e-04 1.831765595857880354e-04 2.170365624243839617e-04 1.754657205222359250e-04 2.065734022245710488e-04 2.223648729863387499e-04 1.668092676802262054e-04 1.508923584702252015e-04 1.499502585811605113e-04 1.425512248304365874e-04 1.623076624202485804e-04 2.210476631314968574e-04 2.253056566828744449e-04 1.612475219471416180e-04 2.021959637833373831e-04 1.945975619880141428e-04 2.162861213291711251e-04 1.026071877346090562e-04 1.682284806737017991e-04 1.072872143745214350e-04 1.199961296920496151e-04 1.233099961830871601e-04
2.110300000000000182e+03 6.201484618429518479e-04 2.212761113845960049e-04 2.346937044123346798e-04 2.112602751341698755e-04 1.699857351439202865e-04 1.401749928602956776e-04 1.650495640570071411e-04 2.052324093788358871e-04 1.812435268797601029e-04 1.711511120913879311e-04 1.822676719550749783e-04 1.735527132973343058e-04 1.653152518042017016e-04 1.781705604152502133e-04 1.993284540822004699e-04 1.804741986822150693e-04 2.111813274360087637e-04 2.035849804984413169e-04 1.510848698449185931e-04 1.382072768598395518e-04 1.485032848296709415e-04 1.386541011417553350e-04 1.495948637588935569e-04 1.845725430149227752e-04 1.958210012201459674e-04 1.496135317090021232e-04 1.916705678853975196e-04 1.954745553704179812e-04 2.253338410672867044e-04 1.188553582244851903e-04 2.087238408084938341e-04 1.046890668890549368e-04 9.077656142880301043e-05 1.166856054831022938e-04
2.116599999999999909e+03 6.041253791922415782e-04 2.264904635454368796e-04 1.929811118153851855e-04 1.945624587824600863e-04 1.697608087514610928e-04 1.453946601611229761e-04 1.920463195529879092e-04 2.319079583623844876e-04 1.754241338056502413e-04 1.770461830362806159e-04 2.310642862455699806e-04 1.901844046537729807e-04 1.479496943311298931e-04 1.558899319196744161e-04 1.784669110165727898e-04 1.363937758066888900e-04 1.530221939642537564e-04 1.651372899773446143e-04 1.376868206441114858e-04 1.353587870010633585e-04 1.947428828393840087e-04 1.815094511720372571e-04 1.695389188527233755e-04 1.969194760114088816e-04 2.317313424921730984e-04 1.708098197168143753e-04 1.992474746333942448e-04 1.975034369183801880e-04 1.472252519738688947e-04 9.896410213552397949e-05 1.776253228635324530e-04 9.003629754477908832e-05 1.142589012501852289e-04 1.335232950013696886e-04
2.122900000000000091e+03 6.315401283444176551e-04 1.895264255858118186e-04 1.950535119471887339e-04 1.797203399943910873e-04 1.707841649252710820e-04 1.471521228872647391e-04 1.538548767152082516e-04 1.854263828095191740e-04 1.730069497461576042e-04 1.905311725287894549e-04 1.778191203166782372e-04 1.614701533961312302e-04 1.680654909258430117e-04 2.010181526135471444e-04 2.161262859491298231e-04 1.382522985956439825e-04 1.630917575414098921e-04 1.839022982447802200e-04 1.343402434310071952e-04 1.489861591071533554e-04 1.585072702487009730e-04 1.388857572537673373e-04 1.847853882220434885e-04 2.142973819828785807e-04 2.265137990184485641e-04 1.539232672338202877e-04 1.903928730879980062e-04 1.770504158354309430e-04 1.635741128730596567e-04 8.438628964031221055e-05 1.487899505954308227e-04 1.132375675435566255e-04 9.914395104798570809e-05 1.223230718951421030e-04
2.129199999999999818e+03 5.813460965078778072e-04 1.642682829124457152e-04 1.797125885755555656e-04 1.708144369320589555e-04 1.643003570294813195e-04 1.472119786947127123e-04 1.641240851581049086e-04 1.831203247412280981e-04 1.388489552787585855e-04 1.673638509505402194e-04 1.667548817199394342e-04 1.455405015280299271e-04 1.649007191858856461e-04 1.868973119169781366e-04 1.672083979378761890e-04 1.317364369547368251e-04 1.586504717006250191e-04 1.597705831640807968e-04 1.260618521880036607e-04 1.324869900150152445e-04 1.402160428903477410e-04 1.139646738219378711e-04 1.564249228906182886e-04 1.703539875236015344e-04 1.697556381520058514e-04 1.476255067066044606e-04 1.623525292300858822e-04 1.496860124443542253e-04 1.452260924053706088e-04 9.428468074521160526e-05 1.517629558568824705e-04 7.198643268518504265e-05 9.005808873918484799e-05 1.182065055236206715e-04
2.135500000000000000e+03 5.648201254609541829e-04 1.457452740001978237e-04 1.691453877831318800e-04 1.658105839270040667e-04 1.673848778412615639e-04 1.535711079254121483e-04 1.550678701179692646e-04 1.771784712222242489e-04 1.491050673664401881e-04 1.762952389770967973e-04 1.751539960515852547e-04 1.737317791960691249e-04 1.566348166148659297e-04 1.652652263622581452e-04 1.812054621501627406e-04 1.175642543535674385e-04 1.417888171011879314e-04 1.652536413547199003e-04 1.475193310913190019e-04 1.374259745045288772e-04 1.278800865058119017e-04 1.452891550034259992e-04 1.469454434866817553e-04 1.797313136072447779e-04 1.953508628225226085e-04 1.474450354236000430e-04 1.520640163732222085e-04 1.464846897166832370e-04 1.434341265723846357e-04 1.001101850845795142e-04 1.750436487995816299e-04 1.118618849390814508e-04 1.140670598629506738e-04 1.097439809290747122e-04
2.141900000000000091e+03 4.772412716440081705e-04 1.747197360994077380e-04 1.824503919930745997e-04 1.683822161369696651e-04 1.544220285388405952e-04 1.437383043209100228e-04 1.448511139557138289e-04 1.720485739307721330e-04 1.634382367608943536e-04 2.001099775533042189e-04 1.707805334805224679e-04 1.705802092975632045e-04 1.812513907296225426e-04 1.877366093803839420e-04 1.642779009976105310e-04 1.283166767374551462e-04 1.670615735384898724e-04 1.718955499319122437e-04 1.541522437994869029e-04 1.081896620173410155e-04 1.423725466555573397e-04 1.283448258284125337e-04 1.451758127210686579e-04 1.568066944935910564e-04 1.645706907826225145e-04 1.586652091902711976e-04 1.581628549239895334e-04 1.621821518447582027e-04 1.524685582039345230e-04 1.056350241830029724e-04 1.478027305562063150e-04 1.015303368766816189e-04 9.866935528279428683e-05 9.611804078597045698e-05
2.148400000000000091e+03 4.642614157684910254e-04 1.658276479794678899e-04 1.701436488198163554e-04 1.633453680445699340e-04 1.479904976244235176e-04 1.588266507167753448e-04 1.712985195686182033e-04 1.822110011609719474e-04 1.649805524322457912e-04 1.641535784495833160e-04 1.680334307572027433e-04 1.723777434355916319e-04 1.788460616547358974e-04 1.900550924102845389e-04 1.886633864741526134e-04 1.476602699948335981e-04 1.693018747335809358e-04 1.671379069428348071e-04 1.746172312916624298e-04 1.642914330444585850e-04 1.223461335931668131e-04 1.450891678642156574e-04 1.347215068461858709e-04 1.676849390432110583e-04 2.066406443615631983e-04 1.545891848534214764e-04 1.758998357403173144e-04 1.833969331181095586e-04 1.664069880476809634e-04 1.041903908428495841e-04 1.322301406285005703e-04 9.364562114827580165e-05 1.056191730025633855e-04 8.562375121471261759e-05
2.154800000000000182e+03 4.151502714271463647e-04 1.591547099437884102e-04 1.516495637677151400e-04 1.580311225227761234e-04 1.394259184723246588e-04 1.553944269958171460e-04 1.589629132221894521e-04 1.547654100365365574e-04 1.625677917871053266e-04 2.009228286119982417e-04 1.733386822791670959e-04 1.550727053800250016e-04 1.428433510927885235e-04 1.482516559729374144e-04 1.521570477535441612e-04 1.463306148617447605e-04 1.766434422411576307e-04 1.604919954504379460e-04 1.453218371513062979e-04 1.458284626628358861e-04 1.083735193643822173e-04 1.484065764236705835e-04 1.400674580361759491e-04 1.666440363777917284e-04 1.698631287812630479e-04 1.586437183169254778e-04 1.653768549521047820e-04 1.532960706732534406e-04 1.456034978160554493e-04 1.120768467052979991e-04 1.234115807276233801e-04 9.786048441778781245e-05 8.881180226837339839e-05 1.053240204163321278e-04
